satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,cluster
0.19,0.59,7,192,3,0,1,0,7,1,3
0.09,0.96,6,296,4,0,1,0,9,1,3
0.11,0.9,6,254,4,0,1,0,9,1,3
0.1,0.97,6,267,4,1,1,0,8,1,3
0.09,0.78,6,254,4,0,1,0,8,1,3
0.1,0.98,6,268,4,0,1,0,8,1,3
0.1,0.93,6,289,4,1,1,0,8,1,3
0.11,0.83,6,306,4,0,1,0,8,1,3
0.11,0.79,6,292,4,0,1,1,9,1,3
0.11,0.91,6,308,4,1,1,0,0,1,3
0.11,0.81,5,287,4,0,1,0,7,1,3
0.1,0.81,6,268,4,0,1,0,5,1,3
0.11,0.94,6,276,4,0,1,0,7,1,3
0.11,0.91,7,287,4,0,1,0,7,1,3
0.1,0.85,6,266,4,0,1,0,7,1,3
0.11,0.85,7,302,4,0,1,0,7,1,3
0.09,0.98,6,271,4,0,1,0,7,1,3
0.33,0.88,6,219,5,0,1,0,8,1,3
0.31,0.62,6,135,5,0,1,0,8,1,3
0.09,0.91,6,275,4,0,1,0,8,1,3
0.1,0.87,6,290,4,0,1,0,8,1,3
0.1,0.83,6,258,4,0,1,0,4,1,3
0.1,0.82,6,266,4,0,1,0,0,1,3
0.11,0.93,6,282,4,0,1,0,7,1,3
0.09,0.79,6,293,5,0,1,0,7,1,3
0.1,0.87,6,250,4,0,1,0,7,1,3
0.09,0.94,6,257,4,0,1,0,7,1,3
0.28,0.45,6,218,4,0,1,0,2,1,3
0.1,0.84,6,309,4,0,1,0,8,1,3
0.11,0.85,6,261,4,0,1,0,8,1,3
0.09,0.94,6,283,5,0,1,0,0,1,3
0.1,0.84,5,298,4,0,1,0,0,1,3
0.1,0.85,6,260,4,0,1,0,7,1,3
0.11,0.87,5,271,4,0,1,0,7,1,3
0.09,0.79,6,275,4,0,1,0,7,1,3
0.11,0.96,7,277,5,0,1,0,7,1,3
0.1,0.79,6,274,4,0,1,0,7,1,3
0.32,0.95,5,172,2,0,1,0,7,1,3
0.19,1.0,4,192,4,0,1,0,2,1,3
0.1,0.83,7,276,4,0,1,0,2,1,3
0.11,0.87,7,282,5,0,1,0,9,1,3
0.09,0.96,6,259,4,0,1,0,8,1,3
0.11,0.89,6,293,4,0,1,0,8,1,3
0.1,0.89,6,247,4,0,1,0,9,1,3
0.09,0.86,7,309,4,0,1,0,9,1,3
0.1,0.95,7,289,4,0,1,0,0,1,3
0.09,0.9,7,289,4,0,1,0,6,1,3
0.11,0.96,6,298,4,0,1,0,7,1,3
0.1,0.9,7,281,4,0,1,0,7,1,3
0.11,0.8,7,296,4,0,1,0,7,1,3
0.09,0.86,6,279,4,0,1,0,7,1,3
0.1,0.77,7,291,4,0,1,0,2,1,3
0.11,0.79,7,310,4,0,1,0,3,1,3
0.1,0.8,6,264,4,0,1,0,9,1,3
0.1,0.77,6,255,4,0,1,0,4,1,3
0.09,0.87,5,263,4,0,1,0,0,1,3
0.11,0.9,6,263,4,0,1,0,0,1,3
0.11,0.92,7,307,4,0,1,0,0,1,3
0.1,0.84,7,250,4,0,1,0,6,1,3
0.11,0.79,6,292,4,0,1,0,0,1,3
0.1,0.9,7,286,4,0,1,0,7,1,3
0.34,0.67,4,141,2,0,1,0,7,1,3
0.11,0.89,6,260,5,0,1,0,7,1,3
0.1,0.79,6,275,4,0,1,0,4,1,3
0.1,0.9,6,299,4,0,1,0,5,1,3
0.1,0.97,7,306,4,0,1,0,5,1,3
0.09,0.84,6,269,4,0,1,0,7,1,3
0.1,0.87,7,251,5,0,1,0,9,1,3
0.09,0.93,6,279,4,0,1,0,9,1,3
0.11,0.8,6,304,4,0,1,0,9,1,3
0.09,0.89,6,282,4,0,1,0,8,1,3
0.1,0.86,6,283,4,0,1,0,8,1,3
0.11,0.86,6,286,4,0,1,0,8,1,3
0.1,0.81,6,245,4,0,1,0,8,1,3
0.11,0.95,6,279,4,0,1,0,9,1,3
0.2,0.5,5,135,6,0,1,0,1,1,3
0.09,0.95,6,271,4,0,1,0,7,1,3
0.1,0.97,6,280,4,0,1,0,7,1,3
0.09,0.81,6,257,4,0,1,0,8,1,3
0.11,0.96,6,280,4,0,1,0,8,1,3
